Account Length,Area Code,International Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,International Mins,International calls,International Charge,CustServ Calls,Churn,Churn_Probability,Churn_Flag_Predicted,Churn_Risk_Level
166,510, no, no,0,173.9,103,29.56,276.4,83,23.49,190.8,113,8.59,15.3,5,4.13,0,0,0.4695696324322659,0,Medium Risk
75,510, no, yes,41,130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,1,0,0.46499045073552964,0,Medium Risk
75,415, no, no,0,314.6,102,53.48,169.8,86,14.43,285.1,100,12.83,5.7,3,1.54,2,1,0.4922714691919219,0,Medium Risk
83,510, no, no,0,227.9,78,38.74,207.5,115,17.64,211.7,100,9.53,12.1,5,3.27,1,0,0.4566517165027833,0,Medium Risk
243,510, no, no,0,95.5,92,16.24,163.7,63,13.91,264.2,118,11.89,6.6,6,1.78,2,0,0.46516780956452053,0,Medium Risk
153,408, no, no,0,185.3,127,31.5,208,73,17.68,206.1,124,9.27,15.1,3,4.08,1,0,0.4634578576099729,0,Medium Risk
150,415, no, no,0,146.3,133,24.87,202.7,95,17.23,234.7,103,10.56,13.1,3,3.54,1,0,0.4653049333192499,0,Medium Risk
92,510, no, yes,16,184,99,31.28,76.4,134,6.49,185.1,96,8.33,12.7,3,3.43,2,0,0.4671434317572993,0,Medium Risk
80,415, no, no,0,105.8,110,17.99,43.9,88,3.73,189.6,87,8.53,13.1,5,3.54,0,0,0.4739006696609353,0,Medium Risk
134,415, no, no,0,178,110,30.26,153.8,64,13.07,236.6,105,10.65,11.7,4,3.16,1,0,0.452211574969501,0,Medium Risk
77,510, no, yes,24,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,1,0,0.46353002388546294,0,Medium Risk
147,510, no, no,0,209.4,104,35.6,132.5,78,11.26,149.4,123,6.72,11.3,3,3.05,2,0,0.47035066932007547,0,Medium Risk
74,415, no, no,0,172.1,105,29.26,211.7,99,17.99,182.2,105,8.2,11.6,6,3.13,1,0,0.45215839736501096,0,Medium Risk
138,510, yes, no,0,169.3,82,28.78,217.9,147,18.52,184.2,77,8.29,9.4,9,2.54,1,0,0.4709038966015236,0,Medium Risk
143,415, no, no,0,119.1,117,20.25,287.7,136,24.45,223,100,10.04,12.2,4,3.29,0,0,0.4728480131020595,0,Medium Risk
64,415, no, no,0,194.2,147,33.01,173.4,87,14.74,268.7,114,12.09,5.5,2,1.49,2,0,0.48697464803026913,0,Medium Risk
120,510, no, no,0,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,2,0,0.4742270147928954,0,Medium Risk
121,408, yes, no,0,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,13.4,1,3.62,3,1,0.47848937786754114,0,Medium Risk
88,415, no, no,0,202.2,86,34.37,216.8,93,18.43,239.4,99,10.77,11.8,2,3.19,2,0,0.4961793052776441,0,Medium Risk
87,408, no, no,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,1,0.481517449199631,0,Medium Risk
100,510, no, no,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,0,0.4784240448420692,0,Medium Risk
104,415, no, no,0,76.4,116,12.99,115.6,74,9.83,226.3,94,10.18,9.4,3,2.54,3,0,0.4613295868116352,0,Medium Risk
27,510, no, no,0,72.7,75,12.36,208.6,117,17.73,65.8,71,2.96,9.9,3,2.67,1,0,0.4661431187103569,0,Medium Risk
81,415, no, yes,31,210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,9.7,4,2.62,0,0,0.47917082911368264,0,Medium Risk
64,510, yes, yes,33,127.2,93,21.62,162.9,104,13.85,247.4,109,11.13,8.1,13,2.19,0,0,0.45698510251536967,0,Medium Risk
107,510, no, yes,28,201.8,79,34.31,304.9,128,25.92,225.6,133,10.15,11.9,8,3.21,1,0,0.43002150573986725,0,Medium Risk
88,415, no, yes,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,0,0.4440758538618363,0,Medium Risk
111,408, no, no,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9,6,2.43,3,0,0.4715067195238737,0,Medium Risk
77,415, no, no,0,239.2,114,40.66,150,115,12.75,160.8,81,7.24,10.3,2,2.78,5,0,0.509504137020862,1,Medium Risk
67,415, yes, no,0,120.9,58,20.55,235,88,19.98,95.1,130,4.28,11.4,11,3.08,2,0,0.4742737834694852,0,Medium Risk
102,408, no, no,0,224.7,81,38.2,129.4,112,11,167.6,109,7.54,15.8,6,4.27,1,0,0.46818622524228665,0,Medium Risk
146,408, no, yes,19,176.6,88,30.02,162.7,66,13.83,215.5,98,9.7,14.6,6,3.94,1,0,0.46527396960319145,0,Medium Risk
144,415, no, yes,51,283.9,98,48.26,192,109,16.32,196.3,85,8.83,10,4,2.7,1,0,0.44510178263034883,0,Medium Risk
96,415, no, no,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1,1,0.4634457342540319,0,Medium Risk
70,415, no, yes,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,0,0.4719963330651463,0,Medium Risk
149,408, no, no,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0,0,0.475691647002742,0,Medium Risk
129,415, no, no,0,198.4,91,33.73,264.7,106,22.5,111.4,101,5.01,9.2,2,2.48,2,0,0.4823261094781477,0,Medium Risk
166,408, no, no,0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0,0,0.47138317965278836,0,Medium Risk
136,408, yes, no,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11,4,2.97,3,1,0.48474560598140953,0,Medium Risk
149,510, no, no,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3,0,0.4663089678679648,0,Medium Risk
70,415, no, no,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,0,0.44218781478611724,0,Medium Risk
120,415, no, yes,24,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,2,0,0.4647709191610324,0,Medium Risk
66,510, no, no,0,256.3,135,43.57,180.2,106,15.32,187.3,135,8.43,6.2,7,1.67,2,0,0.47038778119032654,0,Medium Risk
104,408, no, no,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,0,0.47019062579652354,0,Medium Risk
160,415, no, no,0,176.2,90,29.95,196,115,16.66,263.9,95,11.88,9.2,4,2.48,1,0,0.47148062571783833,0,Medium Risk
129,415, no, yes,37,205,94,34.85,165.4,103,14.06,185,81,8.32,11.7,8,3.16,1,0,0.44616512999406477,0,Medium Risk
93,408, no, no,0,267.9,114,45.54,223,74,18.96,262.7,90,11.82,11.3,3,3.05,3,1,0.5067323281132048,1,Medium Risk
169,415, no, no,0,179.2,111,30.46,175.2,130,14.89,228.6,92,10.29,9.9,6,2.67,2,0,0.43993154625168773,0,Medium Risk
58,415, no, no,0,149.4,145,25.4,196.5,105,16.7,209.5,108,9.43,14.9,3,4.02,1,0,0.46079866978588846,0,Medium Risk
75,510, no, yes,38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3,0,0.46182624490496677,0,Medium Risk
45,408, no, no,0,207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,12.4,13,3.35,1,0,0.46501921359490095,0,Medium Risk
155,510, no, no,0,165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,3,0,0.459901582331222,0,Medium Risk
52,415, no, no,0,209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,9.9,9,2.67,4,0,0.5221318274005571,1,Medium Risk
119,415, no, yes,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3,0,0,0.4758265603724972,0,Medium Risk
86,510, no, no,0,141.3,72,24.02,154.3,95,13.12,210.6,91,9.48,8.2,5,2.21,1,0,0.4577349461605211,0,Medium Risk
42,408, no, no,0,196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,4,7,1.08,0,0,0.4630702007982871,0,Medium Risk
127,510, yes, no,0,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2,2,0,0.43605740480453187,0,Medium Risk
123,408, no, no,0,105,150,17.85,251.6,90,21.39,258,93,11.61,14.9,5,4.02,0,0,0.4695748010717442,0,Medium Risk
98,510, no, no,0,271.4,119,46.14,190.4,102,16.18,284.7,118,12.81,11.1,6,3,4,1,0.5267662877278341,1,Medium Risk
149,510, no, yes,43,206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1,0,0.47656568498849206,0,Medium Risk
160,408, no, no,0,166.8,109,28.36,236,117,20.06,307.6,77,13.84,9.3,1,2.51,1,0,0.47833114220311496,0,Medium Risk
103,415, no, no,0,204.9,107,34.83,135.2,102,11.49,208.2,106,9.37,10.4,3,2.81,5,0,0.5124031342743862,1,Medium Risk
132,415, no, yes,15,154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1,0,0.47751253967538837,0,Medium Risk
137,415, no, no,0,127,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1,0,0.4790254403737624,0,Medium Risk
129,415, yes, no,0,267.4,78,45.46,204.2,85,17.36,111.7,146,5.03,5.9,4,1.59,1,0,0.45896523336428147,0,Medium Risk
62,415, no, no,0,281,66,47.77,160.6,108,13.65,77.9,74,3.51,0,0,0,1,0,0.4730624561976786,0,Medium Risk
122,510, no, yes,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4,0,0.48399342210203095,0,Medium Risk
32,408, no, no,0,171.2,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1,0,0.4637594467623154,0,Medium Risk
86,510, no, no,0,124.1,82,21.1,202.6,120,17.22,289.6,119,13.03,6.7,8,1.81,3,0,0.457424221228385,0,Medium Risk
130,415, no, no,0,162.8,113,27.68,290.3,111,24.68,114.9,140,5.17,7.2,3,1.94,1,0,0.4731433696738947,0,Medium Risk
42,408, no, no,0,146.3,84,24.87,255.9,113,21.75,45,117,2.03,8,12,2.16,1,0,0.46083614511509974,0,Medium Risk
73,415, no, no,0,254.8,85,43.32,143.4,80,12.19,153.9,102,6.93,15,7,4.05,2,0,0.4721071062638503,0,Medium Risk
66,408, no, yes,26,254.9,108,43.33,243.2,135,20.67,190.8,95,8.59,5.4,3,1.46,2,0,0.47141240693171965,0,Medium Risk
103,510, no, yes,31,107.7,124,18.31,188.9,104,16.06,196.2,98,8.83,8.9,3,2.4,0,0,0.4791243227958073,0,Medium Risk
128,408, no, no,0,158.8,75,27,264.8,91,22.51,270,77,12.15,7.6,7,2.05,1,0,0.440408413347903,0,Medium Risk
104,415, no, no,0,182.9,113,31.09,239.6,85,20.37,229.8,104,10.34,5.5,4,1.49,2,0,0.4702323234469576,0,Medium Risk
103,415, no, no,0,198.5,112,33.75,42.5,90,3.61,179.2,124,8.06,12.4,5,3.35,0,0,0.4681235286184925,0,Medium Risk
124,415, no, no,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12,2,3.24,0,0,0.4869063247419977,0,Medium Risk
87,510, no, no,0,110.9,91,18.85,158.5,115,13.47,207.5,131,9.34,6.2,5,1.67,1,0,0.463570124828085,0,Medium Risk
109,415, no, yes,27,166.9,85,28.37,221.2,92,18.8,197.3,97,8.88,12.3,4,3.32,1,1,0.47399606760636104,0,Medium Risk
167,415, yes, no,0,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2,0,0.47113832610653544,0,Medium Risk
97,510, no, no,0,120.8,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4,1,0.4925624004310788,0,Medium Risk
106,415, no, no,0,165.3,118,28.1,210,101,17.85,187.2,93,8.42,8.5,3,2.3,2,0,0.46150257336772654,0,Medium Risk
125,415, no, no,0,126.7,113,21.54,155.5,131,13.22,206.2,112,9.28,14.4,7,3.89,2,0,0.5000772201357561,1,Medium Risk
108,408, no, yes,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0,0,0.4740463515700435,0,Medium Risk
125,415, no, no,0,140.1,132,23.82,209.6,126,17.82,264.1,77,11.88,8,2,2.16,1,0,0.48434351101737605,0,Medium Risk
89,415, no, yes,32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1,0,0.44538191846064157,0,Medium Risk
72,510, yes, yes,29,139.8,114,23.77,138.2,91,11.75,221,88,9.95,5.5,6,1.49,0,0,0.47218178775242026,0,Medium Risk
23,510, no, no,0,321.6,107,54.67,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2,1,0.48621671221320434,0,Medium Risk
149,510, no, no,0,166.6,61,28.32,218.8,107,18.6,208.3,131,9.37,8.2,6,2.21,7,0,0.4870231956703275,0,Medium Risk
73,415, no, no,0,214.2,90,36.41,196.8,78,16.73,157.9,112,7.11,5.9,8,1.59,0,0,0.4568135365661074,0,Medium Risk
61,415, no, no,0,260,123,44.2,210.5,127,17.89,234.7,70,10.56,9,3,2.43,1,1,0.4726585750826951,0,Medium Risk
161,415, no, no,0,191.9,113,32.62,70.9,87,6.03,204.8,107,9.22,13.4,4,3.62,4,1,0.5403438050567881,1,Medium Risk
73,408, no, no,0,213,95,36.21,188.8,104,16.05,136.2,89,6.13,13.5,3,3.65,0,0,0.4988688215379807,0,Medium Risk
118,415, no, yes,24,118.1,83,20.08,109.6,72,9.32,245.5,73,11.05,16.9,2,4.56,1,0,0.47172655056872714,0,Medium Risk
23,408, no, no,0,190.2,89,32.33,166.4,108,14.14,219.8,73,9.89,15,4,4.05,6,0,0.5236290266932078,1,Medium Risk
127,415, no, yes,25,82.2,95,13.97,163.3,109,13.88,264.9,104,11.92,5.1,6,1.38,0,0,0.4531520495562526,0,Medium Risk
42,415, no, yes,32,163.8,80,27.85,177.8,123,15.11,190.4,106,8.57,8.1,5,2.19,0,0,0.45083449490358724,0,Medium Risk
118,415, no, no,0,267.8,145,45.53,316.4,121,26.89,208.6,91,9.39,14.4,11,3.89,5,1,0.5464090303322553,1,Medium Risk
45,510, no, no,0,159.8,91,27.17,120.4,86,10.23,163,93,7.34,10.6,3,2.86,2,0,0.47401693661572675,0,Medium Risk
50,408, no, yes,24,214.3,129,36.43,289.8,55,24.63,312.5,130,14.06,10.6,4,2.86,1,0,0.4619424810436616,0,Medium Risk
179,510, no, no,0,287.3,123,48.84,288,114,24.48,266,112,11.97,10.5,4,2.84,0,1,0.48686038213396243,0,Medium Risk
152,408, no, no,0,101.2,122,17.2,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,2,0,0.4780740310028337,0,Medium Risk
105,415, no, no,0,102.8,74,17.48,281.7,125,23.94,228.1,113,10.26,13.2,5,3.56,2,0,0.48120080009113303,0,Medium Risk
72,415, no, no,0,109.1,97,18.55,115.7,96,9.83,295.8,84,13.31,8.3,6,2.24,0,0,0.484659299117335,0,Medium Risk
52,408, no, no,0,215.9,67,36.7,217,108,18.45,342.8,130,15.43,5.2,2,1.4,1,0,0.4762720150960989,0,Medium Risk
125,415, no, no,0,203.4,110,34.58,128.7,97,10.94,190.5,113,8.57,11,4,2.97,1,0,0.47063439515852834,0,Medium Risk
143,510, no, no,0,110.1,113,18.72,169,59,14.37,166.7,94,7.5,9.2,2,2.48,1,0,0.48044792245175283,0,Medium Risk
65,415, no, no,0,111,51,18.87,219.8,84,18.68,202,89,9.09,4.4,14,1.19,1,0,0.4720406861204191,0,Medium Risk
80,415, no, no,0,239.9,121,40.78,142.3,51,12.1,364.3,106,16.39,9.3,5,2.51,1,0,0.46324470505856263,0,Medium Risk
1,415, no, no,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,0,0.48389225048566176,0,Medium Risk
60,408, no, no,0,135.4,134,23.02,205.9,85,17.5,204,103,9.18,7.9,4,2.13,1,0,0.4789656787930924,0,Medium Risk
43,415, no, no,0,84.2,134,14.31,80.8,103,6.87,196.1,79,8.82,10.8,2,2.92,1,0,0.47321061277756277,0,Medium Risk
143,415, no, no,0,209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,14,6,3.78,0,0,0.47424173131963654,0,Medium Risk
81,415, no, yes,24,130.1,117,22.12,196,61,16.66,139.3,123,6.27,11.4,5,3.08,0,0,0.4510459089607529,0,Medium Risk
205,510, no, yes,24,175.8,139,29.89,155,98,13.18,180.7,64,8.13,7.8,5,2.11,2,0,0.44331216574205096,0,Medium Risk
24,415, no, no,0,241.9,104,41.12,145.2,112,12.34,214.5,105,9.65,6.6,5,1.78,1,0,0.43546879258277577,0,Medium Risk
74,415, no, no,0,136.7,106,23.24,228.6,105,19.43,265.3,114,11.94,9.8,4,2.65,0,0,0.46638742299107816,0,Medium Risk
77,510, no, no,0,67.7,68,11.51,195.7,86,16.63,236.5,137,10.64,12,2,3.24,1,0,0.48284552744767595,0,Medium Risk
74,415, no, no,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10,2,2.7,1,0,0.4621573157974438,0,Medium Risk
74,510, yes, no,0,125.8,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1,1,0.48161144293454167,0,Medium Risk
200,408, no, no,0,128.2,87,21.79,133.2,105,11.32,177.6,123,7.99,11.2,2,3.02,1,0,0.4654137541291314,0,Medium Risk
86,408, no, no,0,226.3,88,38.47,223,107,18.96,255.6,92,11.5,13,3,3.51,4,0,0.47659416955657713,0,Medium Risk
91,510, no, yes,37,162.3,107,27.59,233.9,115,19.88,277.4,94,12.48,9.2,4,2.48,0,0,0.4721360361722863,0,Medium Risk
76,415, no, no,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2,0,0.48845039594404455,0,Medium Risk
130,415, no, no,0,120.5,127,20.49,189.7,52,16.12,270.1,107,12.15,14.3,2,3.86,1,0,0.4730784479377108,0,Medium Risk
56,408, no, no,0,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2,0,0.4334323036702631,0,Medium Risk
117,415, no, no,0,168.8,137,28.7,241.4,107,20.52,204.8,106,9.22,15.5,4,4.19,0,0,0.47451615933190633,0,Medium Risk
63,510, no, no,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2,0,0.4506232168839064,0,Medium Risk
126,415, no, no,0,226.2,88,38.45,140.3,114,11.93,208.9,110,9.4,6.4,2,1.73,0,0,0.4957243745165061,0,Medium Risk
132,510, no, no,0,191.9,107,32.62,206.9,127,17.59,272,88,12.24,12.6,2,3.4,1,0,0.48633667648444645,0,Medium Risk
81,415, no, yes,28,167.9,147,28.54,190.7,105,16.21,193,103,8.69,9.2,6,2.48,4,1,0.5268607694223002,1,Medium Risk
122,415, no, no,0,180,88,30.6,145,77,12.33,233.7,120,10.52,11.5,6,3.11,2,0,0.47163294068921,0,Medium Risk
46,408, no, no,0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2,1,0.46611666194046186,0,Medium Risk
150,415, no, yes,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11,4,2.97,1,0,0.4659184173445321,0,Medium Risk
99,408, no, no,0,159.7,83,27.15,155.4,121,13.21,255.7,114,11.51,8.4,3,2.27,1,0,0.46189918284731335,0,Medium Risk
87,408, no, no,0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11,3,2.97,1,0,0.4738269644286293,0,Medium Risk
108,415, no, no,0,103,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1,0,0.4788495438433742,0,Medium Risk
101,415, no, no,0,153.8,89,26.15,234,89,19.89,196.3,77,8.83,11.6,2,3.13,4,0,0.5286580343979331,1,Medium Risk
53,415, no, no,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3,0,0.48192177632309124,0,Medium Risk
132,415, no, yes,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2,0,0.4689241403537242,0,Medium Risk
158,510, no, no,0,155.9,123,26.5,224.2,112,19.06,221,116,9.95,8.6,8,2.32,2,0,0.4555941037038811,0,Medium Risk
114,415, no, yes,34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0,0,0.47404025182075943,0,Medium Risk
77,415, no, yes,23,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,2,0,0.4486807675604332,0,Medium Risk
144,415, yes, no,0,150,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0,0,0.49187273856415326,0,Medium Risk
91,510, no, yes,23,232.4,97,39.51,186,88,15.81,190.5,128,8.57,12.3,3,3.32,3,0,0.44854689979732465,0,Medium Risk
58,408, no, no,0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2,0,0.47091638733914787,0,Medium Risk
5,415, no, no,0,199.2,106,33.86,187.3,12,15.92,214,85,9.63,13.3,3,3.59,3,0,0.46320539154853757,0,Medium Risk
97,408, no, no,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0,0,0.4753642802402895,0,Medium Risk
107,415, no, no,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3,0,0.4506797924676895,0,Medium Risk
142,415, no, yes,30,154,75,26.18,165.8,97,14.09,270,83,12.15,10.8,5,2.92,1,0,0.43470554792234317,0,Medium Risk
9,408, no, yes,31,193.8,130,32.95,202.6,98,17.22,191.2,102,8.6,13.3,2,3.59,1,0,0.47495429750165113,0,Medium Risk
73,415, no, no,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0,0,0.46309771901640184,0,Medium Risk
48,510, no, yes,22,152,63,25.84,258.8,131,22,263.2,109,11.84,15.7,5,4.24,2,1,0.4667823536421514,0,Medium Risk
43,408, no, no,0,230.2,147,39.13,186.7,121,15.87,128.4,100,5.78,9.2,3,2.48,0,0,0.48471959960942274,0,Medium Risk
122,408, no, yes,33,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1,1,0.5092397625933852,1,Medium Risk
93,415, no, no,0,190.2,68,32.33,262.2,64,22.29,130,92,5.85,8.8,4,2.38,0,0,0.4638071277600206,0,Medium Risk
85,415, no, no,0,176.4,122,29.99,224.9,123,19.12,219.6,50,9.88,11.5,1,3.11,1,0,0.46929648110410405,0,Medium Risk
59,415, no, no,0,160.9,95,27.35,251.2,65,21.35,273.4,97,12.3,5,5,1.35,3,0,0.4572645235662513,0,Medium Risk
87,415, no, no,0,228.7,90,38.88,163,99,13.86,154.1,90,6.93,11.8,3,3.19,1,0,0.4679636785921054,0,Medium Risk
137,408, no, no,0,144,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,0,0,0.4935133500578268,0,Medium Risk
21,510, no, yes,31,135.9,90,23.1,271,84,23.04,179.1,89,8.06,9.5,7,2.57,6,0,0.5015884276977729,1,Medium Risk
129,510, no, no,0,334.3,118,56.83,192.1,104,16.33,191,83,8.59,10.4,6,2.81,0,1,0.4695931436669662,0,Medium Risk
104,415, no, no,0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13,6,3.51,0,0,0.45854692572964306,0,Medium Risk
93,408, no, yes,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4,1,0.5257059185674235,1,Medium Risk
63,415, no, no,0,278,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4,1,0.5515296723847316,1,Medium Risk
161,415, no, no,0,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0,0,0.4807005385922461,0,Medium Risk
50,510, no, no,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,0,0.4441303116156805,0,Medium Risk
103,408, no, yes,24,111.8,85,19.01,239.6,102,20.37,268.3,81,12.07,6.9,4,1.86,1,0,0.4612653794877031,0,Medium Risk
84,415, no, yes,33,159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13,18,3.51,1,0,0.44644181641748143,0,Medium Risk
92,510, no, no,0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9,4,2.43,1,0,0.4359236932871594,0,Medium Risk
77,415, no, no,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1,0,0.473960462320376,0,Medium Risk
64,415, yes, no,0,346.8,55,58.96,249.5,79,21.21,275.4,102,12.39,13.3,9,3.59,1,1,0.47980065744413813,0,Medium Risk
159,415, no, yes,15,113.9,102,19.36,145.3,146,12.35,195.2,137,8.78,11.8,9,3.19,1,0,0.469926616501837,0,Medium Risk
110,415, yes, yes,27,267.9,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1,1,0.5046923806010066,1,Medium Risk
138,510, no, no,0,171.4,117,29.14,115.2,128,9.79,224.5,115,10.1,17,4,4.59,3,0,0.4672286760568191,0,Medium Risk
178,408, no, no,0,275.4,150,46.82,187.5,62,15.94,147.1,126,6.62,13.6,3,3.67,1,0,0.5014590429832979,1,Medium Risk
38,415, no, yes,31,197.2,118,33.52,249.9,70,21.24,298.9,104,13.45,3.9,2,1.05,0,0,0.4907671568737731,0,Medium Risk
50,415, no, yes,35,192.6,97,32.74,135.2,101,11.49,216.2,101,9.73,7.9,2,2.13,2,0,0.48169424718036985,0,Medium Risk
45,510, no, yes,26,91.7,104,15.59,150.6,119,12.8,63.3,103,2.85,7.7,5,2.08,1,0,0.4351066911347898,0,Medium Risk
70,510, no, no,0,126.3,99,21.47,141.6,106,12.04,255.9,96,11.52,9.6,2,2.59,0,0,0.49277671841042336,0,Medium Risk
147,510, no, yes,33,251.5,107,42.76,234.1,110,19.9,213.4,87,9.6,10.4,6,2.81,3,0,0.4615591050190199,0,Medium Risk
94,510, no, no,0,190.6,108,32.4,152.3,95,12.95,144.7,97,6.51,7.5,5,2.03,1,0,0.4657973071084644,0,Medium Risk
179,510, no, no,0,116.1,101,19.74,201.8,99,17.15,181.9,103,8.19,11.6,5,3.13,0,0,0.47704210027151744,0,Medium Risk
116,415, no, no,0,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,2,0,0.47858838310200513,0,Medium Risk
59,510, no, no,0,179.4,80,30.5,232.5,99,19.76,175.8,105,7.91,14.7,3,3.97,0,0,0.4567475704029165,0,Medium Risk
165,415, no, no,0,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0,0,0.4846850046377391,0,Medium Risk
133,408, no, no,0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2,1,0.4915443952500666,0,Medium Risk
140,415, no, no,0,125.3,84,21.3,167.6,121,14.25,260.6,94,11.73,8.4,4,2.27,1,0,0.4562670514587275,0,Medium Risk
93,408, no, yes,32,138.1,91,23.48,167.3,72,14.22,238.9,115,10.75,6.8,3,1.84,2,0,0.46719947619622715,0,Medium Risk
52,510, no, yes,38,169.3,88,28.78,225.9,97,19.2,172,86,7.74,8.2,3,2.21,0,0,0.46794300410068124,0,Medium Risk
64,415, no, yes,27,201.3,101,34.22,143.8,89,12.22,150.2,127,6.76,12.3,3,3.32,1,0,0.4709814385335369,0,Medium Risk
12,510, yes, no,0,216.7,117,36.84,116.5,126,9.9,220,110,9.9,9.8,4,2.65,2,0,0.47006739170488165,0,Medium Risk
48,415, no, no,0,190.4,92,32.37,317.5,85,26.99,133.4,113,6,8.3,4,2.24,2,0,0.47511294839741913,0,Medium Risk
